MMS_ID,Language,Image_Path,Ground_Truth,AI_Confidence,AI_Detected_Text
9992337806201488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE10528775/REP10528792/FL10528800_DIGI_0020_058022_V.tif.LQ.jpg,Ostende. Kursaal [01],0.43,"CARTE | POSTALE | Ce côté est exclusivement réservé à ladresse_ | Unasz | Jo | hu | ""Raalíz; | Koeje | Disslus | Œplsims | MaJemaUu"
9992231133201488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE9051742/REP9051755/FL9051757_DIGI_0020_026034_V.tif.LQ.jpg,Knocke. La Digue [02],0.38,"F | CARTE | P | POSTK | Rrps"" | (Cöté réservé | à ladresse. | hèl | adres alleen) | 1 | 1 | J1éovse le | 6fasez Letz | 1 | nde; | { | 1 | â/4c | > / , : € | Unen 1vo2 | 4  | A | [ | 08861 | Ll | 14 7 7 6 | LLLLEL | Nuvbx | Jecen"
9992700401401488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE16460016/REP16460020/FL16460022_DIGI_0020_107128_V.tif.LQ.jpg,Anvers. Le Lac du Parc [07],0.2,"žv6 %^ | E7 | Carte? | 22 | 782Šstale | JaNV | Correspondance | Jh kbaefan77 | Jedek | 12uzz | 4ø | 2e | 4ccl | Llale | mci/ | Ju p | ~ | ZL Ua( | Ponshisl ea | infene | '~""h2= | H : % | ck | Cen | 0o | '7osdzk ck | 61 | Lam-hezoceu | Mt"" oıgce | cLon | 4cehqeee | Pl | e~ | acL | Bovcccı | Hoc' %oo/ | 4F' | 7Yruc~~ plee | 47, | 1ao | 4U U ( | 4 21 | dL-en % | CurEen €byk | {enl | .al ""02~ | ~e | vovz | dlehn hnena | ace | Hen | maał | hûi | 85~ | Je43 | ch hn | Mun | Zl~dah ao_ | Oca4 | Ck | Uasloen< | Ca091 | eese | maan Éfen | Uenrı | 2& | % | 142 | 9<n2 | caf ca1 | herv | 4 | ees | Ol2l | OVE | 41e2 | fecslz | 2edeae2 | B6 | n30 | 40-Q èk | 22n17 | aa4 | Uvcl | 7x | ~i | 14 | o | 72u47 | 9ce4 | { h"
9992490909201488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE14590862/REP14590872/FL14590876_DIGI_0020_084106_V.tif.LQ.jpg,Souvenir d'Alsemberg,0.47,"5 | ~llemagpe : | CARTE POSTALE. | POSTKAART | 8 | Union postale  ""niverselle. | Wereldpostvereeniging: | 1S | 2082 | RELGIQUE | BELGIE. | vea | ladresse. | Zijde voor het 'adres alleen) | ~ | Y2u/ Ishmamns | BELGI ScH | ""uesk | à2upasuukuii | KIROP | 6844;) | (Rotuet"
9992541289601488,dut,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE14269852/REP14269863/FL14269868_DIGI_0020_112461_V.tif.LQ.jpg,Exel. Kerk van binnen,0.24,"CARTE POSTALE | POSTKAARTY | Correspondance | Lesse | Briefwisseling | pnst | U6 | 78pz | brenz | U < | abuolemae a2ll | Iuze | ole Mtue | 2'{422 2~ dle 492%1242 | ıkujkus | 4-e | 204717 ZClu8 7zcy | 4 { en | 0le< | vieusescsy | 441 | 924e~ | 1476 ('LEueeuhaul | ""mvlesne ~ &oh | lna | clteasehey | exn-Escesx'~1 #Tuee) | 429 | QÚłtlerT | Juic5t | 77ıbe | 8+7+u_ | Gunce | Yze | ~ltionv, | SaLuuva | 428as ck7 | 472"
9992501708301488,dut,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE14597577/REP14597584/FL14597586_DIGI_0020_085124_V.tif.LQ.jpg,Kerk van Averbode. Hoogaltaar,0.27,€ARFE | POSTALE | Aqut | POSFKAART | 9 | (Cötéréservéàladresse. = Zijde voov hct adres aleens) | nnaci | met | op Zokohg | ~A2osesysisd; | 87/5/427 € | 0hncckn0J | eedcn | (eM{ | EesTeLLex E
9992408485701488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE12529666/REP12529672/FL12529678_DIGI_0020_075448_V.tif.LQ.jpg,Trois-Ponts. Pont de la Salm,0.46,Jin /nvev | €ARFE POSTALF | POSTKAART | (Côté réservé à ladresse. | Zijde | voor het adres alleen.) | Mynle J c/_hee | Qoulensady 8 L | iawehen
9992258475801488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE9099530/REP9099539/FL9099543_DIGI_0020_029328_V.tif.LQ.jpg,Liège. La Passerelle [02],0.4,JLLGTQVEÏ: | CAREEAPOSTAGE | POSTRAART | 9 / 3 | Correspondance | Adresse | Uanocela | Zendz | ł | 0la/ doeen] 25 | 23 | 722825 | Nve | @
9992192585301488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE9070091/REP9070098/FL9070101_DIGI_0020_19542_V.tif.LQ.jpg,Gand. Orphelinat de garçons,0.39,"V | CA RTE | Posasçfo | 10 | POSTKAAŽTF | (Zijde | V0T het adres alleen | Qôté | ""728 | Tadresse) | cleosuqu | ZEaLlELE | 82h4 | (at) | 8 | 18-1 | PEPP | Fva | Ha%1222"
9992155262101488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE5913146/REP5913156/FL5913158_DIGI_0020_17372_V.Low.jpg,Ruines de Montaigle [01],0.38,SLGIO | Carte | 0v0 | YVo | 7s | Correspondance | 18 - | 2719 | e | SDEOE | Uuaed | F Vau | 1 | 1 | fefexeun) | cL | 5 | ~ | e | Plfise | 7 | QulQU | Av 0 7 | '9'23 | 5 | Hexek | f | 1 | { | € | [ | } | f | Co0l9e | F | 5 | 1
9992155212801488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE5913426/REP5913436/FL5913438_DIGI_0020_17414_V.Low.jpg,Farciennes. L'Eglise,0.31,"ý | 21 | 8 | 2 | 1 } | 46 | 2 | 9 | Ioounucun | 66 | Cascettz | 2!2 | yue | Jcd_@okmtemh, | excches | (Ouez | ARcic | Bs) | 8 | 4 | 1 | ea | E | cnlie,"
9992343686301488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE10537347/REP10537355/FL10537361_DIGI_0020_066261_V.tif.LQ.jpg,Spa. Le petit Train,0.3,L' | ; -FBRF' | EUROCOLOR | 1 2 '9 | CoLO | PA | GrROEMDC | 24087 AD | 14 | adeaus_leoue | å | ealeeee | 1i | <pellya_lz | 5 | 8 | Cnues | Spa | Le petlt Traln. | F
9992457986201488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE12861065/REP12861084/FL12861086_DIGI_0020_079419_V.tif.LQ.jpg,Yvoir. Couvent du Cénacle,0.24,"Dauu | duCarte  Postale | FEELGGUE | / | Nvail | ndanec | Idresse | Z5 helit | 110 | (GeLG1E)19 | ~Iladame | hc | LVLC | amnó | Cmlul Da_hocta | 'oeaes | Yccd | d Ctack | Joafane | Putte | Cluc | ii,{eccile | Leacell - ) hnsue | Chhellnz | Uac | Yayfes | Y | Nac Muau | Alee _ | {eaucoxs : | Jouyenud"
9992367839101488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE11104419/REP11104437/FL11104441_DIGI_0020_072520_V.tif.LQ.jpg,Furnes. Eglise Ste Walburge,0.57,[ESS; | g | 2 | 2 | ; | Construite vers le milieu du XIIle | incendiée en partic | et reconstruite au XIVe.
9992616694201488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE15605610/REP15605614/FL15605616_DIGI_0020_100062_V.tif.LQ.jpg,Anvers. Le Musée Royal [01],0.5,Carte Postale | Corresponcance | Edresse | 2 | e/vneca | 1 | ; | Ccote | 22027 22 12 82 | de & | 1 | é | Zızł / | 7 2212722
9992231128801488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE9052050/REP9052054/FL9052056_DIGI_0020_026067_V.tif.LQ.jpg,Knocke s/Mer. Eglise,0.54,Iuıs; | Carte | Postale | Ccrresfcrezree | Kdresse | 2 | 1 | 1 | 6
9992694902501488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE16459557/REP16459561/FL16459563_DIGI_0020_107077_V.tif.LQ.jpg,Anvers. Le Parc [30],0.44,CARTE POSTALE | ELGIQUE | WER | POSTKAART | 16 | sVIIL | BElcie | Correspondance. | Briefwisseling - | 9/2 | ~Adresse | VEN | { | Jlcen | ( oulocvnge | 216 ! | [( @ | cuccuk-aeqeh | 30 | ê | Joaac | Duwcchs | C7o | 4v
9992312709601488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE10166289/REP10166302/FL10166304_DIGI_0020_054099_V.tif.LQ.jpg,Namur. Le Kursaal [09],0.55,1 | 1 | 4 | Vues choisies de | la   Vallée de la | Meuse.
9991828450101488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE2822425/REP2822426/FL2822428_33364_DIGI_0020_08868_V_VIEW_MAIN.jpg,Bruxelles. Groupe de Vinçotte,0.38,UYvßumm: | CKTE | VØSTALE | PO3TKLlT | {Côié réservé & [aXresse. ~Zij 12 roor heł adlres | mum | Luls | ole | '6staxll | 84 | he | 'Clfonie | Kwaela_LV: 6+84 | 42*491
9992500910301488,dut,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE13974346/REP13974353/FL13974358_DIGI_0020_080600_V.tif.LQ.jpg,Vissershaven,0.25,"(2, | 12 | 4ce | Q | e4 | , | @eylax@ | Exelok | < | 1 | (elasmusn | Ieil | 2 | 9eila | Gexheolace | Weldeueescol | F | alleu | chceten | duuwaehhsu | { | {cc/ ee] | Qhamniaauh | 1cı Lc * | Fklus k e | ôoholuıin | ecah | F | 6 | oluin | a44"
9992347600101488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE10528006/REP10528019/FL10528022_DIGI_0020_063618_V.tif.LQ.jpg,Sclayn. Eglise,0.46,Vh | CARTE | POSTALE | POSTKAART | (Côté | òté FÉSfrYÁ à | ladresse. | Zijde vooy het adves allc; | 90u2 | ep onuaay 'Ool | ellleosz| | ap | J | Lareoja | u2uke | Mpuee | Kamlea | Zwi
9992512592601488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE13968887/REP13968895/FL13968900_DIGI_0020_110495_V.tif.LQ.jpg,Bruxelles. Le Quai au Foin,0.42,CABRIE POSTALE. | POSTKAART | (Cðté réservé à ladresse. | Zjde voor het adres alleen. | 02 | AUyi | 5444 | 195- | LLl | 1 | 1 | { | 5 | 1 | 3 | ; | 1: | Ii | FoEs | 0xe | Ohnla
9992375097201488,dut,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE11110611/REP11110629/FL11110635_DIGI_0020_070597_V.tif.LQ.jpg,Abdij van Tongerloo [01],0.42,GHRTE pOSTALE | POSTKAART | Octo | Côté réservé à ladresse. | Zijde voor het adres alleen ) | 94 | 8/7*42> | 739/  | Poinl | 4<
9992193101701488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE9070357/REP9070361/FL9070363_DIGI_0020_19580_V.tif.LQ.jpg,Gand. La grotte au parc [02],0.53,Expéditeur | CARTE | PCSTALE | M | 30 | FOSTKAÊRT | Juiuift | rve | Iurin | ne | PAP | Partie réscrvée | à la correspondance | Adresse   du   destinataire | 9IC | ~2{llue2s1 | 254 | 244882222
9992408999701488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE12384671/REP12384679/FL12384685_DIGI_0020_077236_V.tif.LQ.jpg,Wenduyne sur mer,0.48,UY | Fosits | CARTE | POSTALE | 48 | 927 | POSTKAART | 96 | (Côté réservé | à ladresse . | Zijde | DooT | het | adres.alleen) | Dceoana | Saders | @ Fy | We | auut | Auf
9990149390101488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE2780376/REP2780377/FL2780379_1982_DIGI_0020_01071_V_VIEW_MAIN.jpg,Mons. Banque Nationale,0.37,C A RTE | POST ALE | POSTKAART | (Coté rêservé à ladresse) -Zijde voor het adres alleen | e6 | CadenıvÈ <ll | 4uau4Y | ~/osncls | 6687 | 3-23 | asy | 4 g | Crve | Ole | btofcevvcehie | aAn
9992405906501488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE12382773/REP12382782/FL12382784_DIGI_0020_077024_V.tif.LQ.jpg,Freyr. Les rochers [01],0.25,24/+ /s 4 | BELGIQU | 25 | [EBFGEG | ßonc Baoipenz |  | X | @. fan | Senbrouck | dugomme | 1 | Ku Caadlemal Jencien }8 | umme | 1 | ßeıchem | 4 | (cbmuvev)
9992375097001488,dut,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE11110593/REP11110600/FL11110602_DIGI_0020_070598_V.tif.LQ.jpg,Abdij van Tongerloo [02],0.3,"GÆRTE pOSTADE | POSTKAART | Côté réservé à ladresse. | Zijde voor het adres alleen.) | Ce | Maracl | 239881/042  _ | Rlekhss | Ras)  P Zefctl / , | Deiaselios | 2272222a72 | Javy"
9992403595801488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE12527279/REP12527288/FL12527291_DIGI_0020_075183_V.tif.LQ.jpg,Forest. Avenue Kersbeek,0.34,"(237*/26+0#p€ | raraous | CARTE ""POSTFL E- | BRts | Postkaart | Corraspondance | Adresse | ~ess = | 799"" | 9 | 07*0 4 &Coass | 82,2 | 72242 | 8 | S/k"" | 1 | 'Fh"
9990985550101488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE2790267/REP2790268/FL2790270_4808_DIGI_0020_02497_V_VIEW_MAIN.jpg,Blankenberghe. Scène de plage,0.33,Gl | C A R I B | P08 T A LB | 2 | Correspondance | resse | Z | Z_ | 3ovoeozz_tUz | 3 | 9 | 9 | i_
9992258866901488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE9100367/REP9100378/FL9100382_DIGI_0020_029390_V.tif.LQ.jpg,Liége. Quai de la Batte [04],0.53,"CARTE | POSTALE | POSTKAART | Posie84 | Union   postale   universelle. | Wereldpostverceniging . | BELGIQUE | BELGIE | (Côte rébervé à l'adresse | Zijde vcor het adres alleen. | PAR | @Monsicvz | Rasron | Zetzoz | Jcalle | I2ositz | 1 evehesv | Cf ,vvenes | SeRue"
9992131166301488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE5888321/REP5888334/FL5888336_DIGI_0020_13626_V.Low.jpg,Bruxelles. Maison du Roi [10],0.33,"POSTESI | CARTE | POSTE | POSTK AART | (Coie rcserve & | aresse | Zuae vooy heł udres aleen) | besteilex Op Z08046 | 272/ {e22 | Dioas >~ | 2ç232- | ^ | ce2 | l2 | Jj | Dez | 2222,22 | (nzenzs | ~ecr8142"
9992425603101488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE12840727/REP12840741/FL12840743_DIGI_0020_076141_V.tif.LQ.jpg,Waterloo. Le Lion [02],0.62,"CARTE | POSTALE | POSTKAART | 4 | Partie réservée à la correspondance | Adresse du | destínataise | chv~ | e/,/091 - | CoU | Coo | ("
9992359097001488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE11518103/REP11518110/FL11518112_DIGI_0020_059421_V.tif.LQ.jpg,Audenarde. L'Escaut [01],0.49,CARTE POSTALE | POSTKAART | (Zijde voor het adres alleen. | Côté réservé à l'adresse ) | Aaealuet | 4hBwxee | haotaz
9992326502301488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE9030295/REP9030305/FL9030307_DIGI_0020_027330_V.tif.LQ.jpg,Martué. Le Pont sur la Semois,0.42,EI | CQUE | Ca | Maison | Blanche | Fropr. | Maillien-Mimille | MARTUÉ-FLORENVILLE | ayyHA_Cenkmau | 1 | 7s . | Acvemnbeucboat | 1 | 1 | Jeeekc  | Leà | @a 1 | ~{Bishl | ~alaul_ | 898 | @le | ~onlel 
9992352079601488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE11118790/REP11118807/FL11118809_DIGI_0020_068263_V.tif.LQ.jpg,Tombeaux des Congolais,0.37,87/ | ~9 'LLl/? / ec | CA RTE | P O S TALE | POSTKAART | Partie réservée à la correspondance | Adresse du destinat. | onq | PISZNRERiEDINC | Metbesteliex oP Zoxoeg | cezric | ceZec | 0 2 | Zk €LcLex | ava | Le; /e
9992536196801488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE14750387/REP14750399/FL14750401_DIGI_0020_097125_V.tif.LQ.jpg,Anvers. Eglise St. Antoine,0.48,"ZoSte | CARTE POSTALE: | POSTK AART | GLil | Union postale universelle _ | W | 'ereldpostvereenigi & [334 | 03 | 6 | BELGIQUE | BELGIE . | 11"" | (Côté réservé à l'adresse . | Zijde voor | adres alleen .) | 7v | /aoaan) @ OBoen. | 8a ErAth,uL | 9 | 5 | het _"
9992150994301488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE5908386/REP5908397/FL5908402_DIGI_0020_16675_V.Low.jpg,Droogenbosch. La Senne [02],0.4,722L/aq< | CFRTE | POSTALE | PCSTKAART | Ccrrespondance | Kohe | Adresse | REI | Besieetopzokoig | 77 %-/ ~ | d2ee | P f : /Y ckuuz | Y2224/cz
9992323785001488,dut,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE10190987/REP10191003/FL10191008_DIGI_0020_060072_V.tif.LQ.jpg,Peer. Deuster Kapel,0.4,CARTE POSTÁLE | 01a | POSTKAART | Correspondance | Adresse | Briefwisseiing | Woonst | 909 | @unPRecca | Q | eochas | Du ca8glees 2 | 5x7fonxs | ReER | [auut | 14*15 | U - F | Xeuees | 724
9992409604701488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE13068843/REP13068859/FL13068862_DIGI_0020_087106_V.tif.LQ.jpg,Souvenir de Liège [02],0.47,6 | 8v | CARTE POSTALE | Ce côté est exclusiveinent réservé à !adress? | 19 0 | w | adennecell | ~lece | Gahenhec | ZLe | Akcl d Da/ | foneed | J | 8 | Nozf | 1 | 1 | 1 | 3 | 1 | 8 | Rue | 2 | 7 / | ž
9992404107101488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE12527579/REP12527598/FL12527601_DIGI_0020_075216_V.tif.LQ.jpg,Vossem. L'Eglise,0.56,Expediteur | CARTE | POSTALE | POSTKAART | lue | Villo | Jhepasuvas | atellex | LEDIMAKGHT | ZoxoaG | CORRESPONDANCE | ADRESSE | 9y | EMLE DILTS | Longye Rue | Neuva92 | ANVERS
9992760509901488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE16812823/REP16812827/FL16812829_DIGI_0020_095504_V.tif.LQ.jpg,Anvers. Le Promenoir [04],0.24,"KhduA | H | Expéaiter r | CARTE | S84 | POSTAAS | 9 | ù | ""ill | 1 | Parłie récervée | correspondanc ? | Adresse dudestinałaire | } | (u | 205 | '{ime; | 72' edk | UL& | UL | 91ladlzusas | Ou | & Jlocchu ol 4 }acca | žavvcc %je / vcosoc | cowe | {lluha A | Coucue | 'Couuecec | Aluccal_ade | Jaurcuuue | ge +aue olç 0 | @alueshbl | Jalv -la | fecccoe | dauv_ | eK | 01 | Vau | lerea | 4, 1 | heecl > ~ | aclee' | Cluc | Ol | ClC | Le | caojı ad} | hanerc{ | hav | {e | dacl; | a~ | 'øeesul: Juser | [aekiher | 8 | 8p49* | '@ueaz | Dauve | 72"
9992312815401488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE10131918/REP10131931/FL10131937_DIGI_0020_056241_V.tif.LQ.jpg,Noiseux. La Tranchée,0.49,Expódilour | Jmhuira | POSTALE | Rue | PGs)IAART | 25 | Vılle | CORRESPONDANCE | ADRESSE | @Jlu | Ol.@xaa'x | Q | @x | (Suhaiehl_2} | Rcleclex | ?2x | CUX  | CARfÉ | etondh
9992708105901488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE16461915/REP16461919/FL16461921_DIGI_0020_107347_V.tif.LQ.jpg,Anvers. Le Steen [10],0.46,CARTE POSTALE | POSTKAAR | Union postale universelle. | Wereldpostvereeniging. | 37255065558 | BELGIQUE | BELGIE | (Côté réservé á l'adre8se | Zijde | voor heat adres alloon ) | eMoolecccaivelle | 0 | e/es-à l | Kgsg | Ua Béncecccie < | 3 a | ZLcucec | 4uy]iyyy | ZG-+G
9992312659501488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE10168246/REP10168265/FL10168269_DIGI_0020_054316_V.tif.LQ.jpg,Namur. Le Confluent,0.39,"Nom | Uc | VExpéditeur | ""2244+ | CARTE | POSTALE | / xu | Crfeseih_ | Hl | 430 | (Jvilltt | (7r18 | Lull | 9ou"
9992315958601488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE9029353/REP9029361/FL9029365_DIGI_0020_027196_V.tif.LQ.jpg,Courtrai. Rue Palfyn,0.64,CARTE POSTALE | Ce côté est exclusivement  réservé | Zadresse
9991995170101488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE2812989/REP2812990/FL2812992_30668_DIGI_0020_05832_V_VIEW_MAIN.jpg,Bruges. La gare [04],0.45,"4 | CARTE | POSTALE | POSTKAh RT | Union   postale   universelle. | Woneldpostypreeniging . | BELGIQUE | BELGIE | (Côte réoervé & l'adresse. | Zijde voor hot adres alloen. | @X | 07leuc | Cec | Juehe/ | Briodier 8e  douan  | 0? | Heete e. | G. d' Anveta , | Aov | @isfevl | ~Stalicl"
9990265880101488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE2782462/REP2782463/FL2782465_2578_DIGI_0020_01371_V_VIEW_MAIN.jpg,Mons. Le Boulevard [02],0.39,CARTE | POSTALE | POSTKAART | Correspondance. | Briefwisseling - | Adresse | 7 | L < | Jusai? | {ujs | C | 20'2 | CLL | Caz | LL € | heıhe 6' | a/ | ~lcoz2r'2s | 2n/eh | 9~ | 23 kes> | Gxshe' | ~ze | ca222 | hosea |  | 2 | ShaafMa  | { | ýoce 2 | 4 | 26 Jano | 190 $ | Olosusba? | ~uados' < | cuuna
9991129200101488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE2806402/REP2806403/FL2806405_3608_DIGI_0020_04845_V_VIEW_MAIN.jpg,Bruges. Les trois tours [01],0.27,"Capte Postale. | Adresse | St | 2 | 1 | 7*420 | ; |  | ""host testué | ; | Jezez | 92 € viæscace | Y | 212 | î#S  | Correspondange ' | AUR | { | { | { | Czay"
9991498490101488,fre,/scratch/leuven/387/vsc38790/Dataset_0003_PicturePostcards/IE2824413/REP2824414/FL2824416_33932_DIGI_0020_09178_V_VIEW_MAIN.jpg,Indépendance Belge,0.59,Carte   postale | Postkarte | Post  Card | Union postale universelle | Welıpostverein | Cartolina   postale | Tarjeta | Bilhcte  postal | Briefkaart | Brevkort | Brefkort | Dopisnice | Levelezö- | Karta korespondencyjna | Orkpuroe | MCLMO. | DINANCHE | BESTELLEN oF Zokd4g | sJbadeaaaoxa_ | 'e[e_Q__Øela | @lszaa'_LÉcal_nazaaaa s | d | '&Jh | G2aûaaae2 | 2 | postal | @ | Lap
